"SAMPN","VEHNO","YEAR","MAKE","O_MAKE","MODEL","BODY","O_BODY","FUEL","O_FUEL","USER","CNTV","O_CNTV","HHWGT","EXPWGT"
2001494,2,1996,46.00,,"SW2",99.00,,1.00,,3.00,1.00,,1.08,181.98
2001501,1,2009,24.00,,"FIT",1.00,,1.00,,1.00,1.00,,1.85,310.42
2001503,1,2005,16.00,,"CAVALIER",1.00,,1.00,,1.00,1.00,,1.47,246.80
2001504,1,2008,50.00,,"RAV4",3.00,,1.00,,1.00,1.00,,1.23,206.68
2001504,2,2009,50.00,,"CAMRY",1.00,,1.00,,2.00,1.00,,1.23,206.68
2001506,1,1991,50.00,,"MR2 TURBO",99.00,,1.00,,1.00,1.00,,0.91,153.50
2001506,2,2006,13.00,,"M3",1.00,,1.00,,1.00,2.00,"NOT NEEDED",0.91,153.50
2001506,3,1979,97.00,"MOTOGUZZI","1000 SP",99.00,,1.00,,1.00,2.00,"NOT NEEDED",0.91,153.50
2001519,1,2007,20.00,,"EXPLORER",3.00,,1.00,,1.00,1.00,,0.74,125.18
2001519,2,2002,50.00,,"PRIUS",1.00,,3.00,,2.00,2.00,"NOT NEEDED",0.74,125.18
2001519,3,2002,11.00,,"MDX",3.00,,1.00,,1.00,2.00,"NOT NEEDED",0.74,125.18
2001535,1,2005,48.00,,"FORESTER",3.00,,1.00,,1.00,1.00,,1.07,179.68
2001535,2,2006,50.00,,"RAV4",3.00,,1.00,,1.00,1.00,,1.07,179.68
2001535,3,1999,19.00,,"RV",6.00,,1.00,,1.00,2.00,"NOT NEEDED",1.07,179.68
2001555,1,2009,50.00,,"RAV4",3.00,,1.00,,1.00,1.00,,1.34,224.84
2001555,2,9998,20.00,,"RANGER",4.00,,1.00,,2.00,1.00,,1.34,224.84
2001555,3,9998,98.00,,"DK/RF",4.00,,1.00,,3.00,1.00,,1.34,224.84
2001563,1,2010,15.00,,"SRX",2.00,,1.00,,1.00,1.00,,1.45,242.93
2001563,2,2001,37.00,,"MOUNTAINEER",3.00,,1.00,,2.00,1.00,,1.45,242.93
2001574,1,2006,36.00,,"DK/RF",99.00,,1.00,,2.00,2.00,"MAIL-IN",1.66,278.38
2001574,2,2006,52.00,,"S60",1.00,,1.00,,1.00,1.00,,1.66,278.38
2001574,3,1998,52.00,,"850",1.00,,1.00,,3.00,2.00,"MAIL-IN",1.66,278.38
2001603,1,2007,39.00,,"ALTIMA",1.00,,1.00,,1.00,1.00,,1.14,192.09
2001603,2,2004,35.00,,"RX8",1.00,,1.00,,2.00,1.00,,1.14,192.09
2001618,1,2001,24.00,,"ACCORD",1.00,,1.00,,1.00,2.00,"NOT NEEDED",1.52,254.22
2001642,1,2008,20.00,,"ESCAPE",3.00,,1.00,,1.00,2.00,"NOT NEEDED",1.61,270.02
2001648,1,2002,38.00,,"GALANT",1.00,,1.00,,1.00,1.00,,2.10,351.32
2001652,1,2006,50.00,,"AVALON",1.00,,1.00,,1.00,2.00,"NOT NEEDED",1.65,275.98
2001665,1,1999,52.00,,"S70",1.00,,1.00,,1.00,1.00,,0.90,150.46
2001665,2,1995,22.00,,"SIERRA",4.00,,1.00,,2.00,2.00,"NOT NEEDED",0.90,150.46
2001665,3,2000,49.00,,"600",99.00,,1.00,,2.00,2.00,"NOT NEEDED",0.90,150.46
2001683,1,2006,34.00,,"ZEPHYR",1.00,,1.00,,1.00,1.00,,1.13,189.96
2001702,1,2004,24.00,,"ACCORD",1.00,,1.00,,1.00,2.00,"DK/RF",0.89,149.83
2001702,2,2002,30.00,,"GRAND CHEROKEE",3.00,,1.00,,2.00,1.00,,0.89,149.83
2001703,1,2010,50.00,,"CAMRY",1.00,,1.00,,2.00,2.00,"USED DIFFERENT MODE OF TRANSPORTATION",1.24,208.59
2001705,1,2003,11.00,,"TLS",1.00,,1.00,,1.00,1.00,,1.39,232.87
2001705,2,2009,45.00,,"9-3 SAAB",1.00,,1.00,,2.00,1.00,,1.39,232.87
2001706,1,1999,37.00,,"COUGAR",1.00,,1.00,,1.00,2.00,"NOT NEEDED",0.80,134.05
2001750,1,2005,24.00,,"ACCORD",1.00,,1.00,,1.00,1.00,,1.58,264.54
2001752,1,2004,11.00,,"MDX",3.00,,1.00,,1.00,1.00,,1.41,236.68
2001752,2,2007,11.00,,"RL",1.00,,1.00,,2.00,1.00,,1.41,236.68
2001755,1,2009,50.00,,"MATRIX",1.00,,1.00,,2.00,1.00,,1.63,272.48
2001755,2,1994,52.00,,"940",1.00,,1.00,,1.00,1.00,,1.63,272.48
2001783,1,2003,48.00,,"IMPREZA",1.00,,1.00,,1.00,1.00,,1.47,245.75
2001801,1,2010,24.00,,"PILOT",3.00,,1.00,,1.00,1.00,,0.93,155.57
2001809,1,2005,17.00,,"SEBRING",1.00,,1.00,,1.00,1.00,,1.63,273.25
2001809,2,1998,19.00,,"CARAVAN",2.00,,1.00,,2.00,1.00,,1.63,273.25
2001814,1,1999,14.00,,"PARK AVENUE",1.00,,1.00,,1.00,2.00,"NOT NEEDED",1.10,184.42
2001814,2,2007,26.00,,"ELANTRA",1.00,,1.00,,2.00,1.00,,1.10,184.42
2001814,3,2002,24.00,,"GL",99.00,,1.00,,1.00,2.00,"NOT NEEDED",1.10,184.42
2001814,4,2000,31.00,,"MOTORCYCLE",7.00,,1.00,,1.00,1.00,,1.10,184.42
2001814,5,1996,24.00,,"XR",99.00,,1.00,,1.00,2.00,"NOT NEEDED",1.10,184.42
2001830,1,1997,24.00,,"PASSPORT",3.00,,1.00,,1.00,2.00,"NOT IN WORKING CONDITION",1.72,287.71
2001833,1,2004,50.00,,"SIENNA",2.00,,1.00,,2.00,1.00,,1.63,272.48
2001833,2,2007,50.00,,"AVALON",1.00,,1.00,,2.00,1.00,,1.63,272.48
2001834,1,2001,26.00,,"X635OL",99.00,,1.00,,2.00,1.00,,2.21,369.73
2001835,1,2007,36.00,,"DK/RF",99.00,,1.00,,1.00,2.00,"NOT NEEDED",1.06,177.19
2001835,2,2003,36.00,,"DK/RF",99.00,,1.00,,2.00,1.00,,1.06,177.19
2001835,3,2007,50.00,,"CAMRY",1.00,,1.00,,3.00,1.00,,1.06,177.19
2001835,4,2010,36.00,,"DK/RF",99.00,,1.00,,3.00,2.00,"NOT NEEDED",1.06,177.19
2001835,5,2003,50.00,,"COROLLA",1.00,,1.00,,3.00,1.00,,1.06,177.19
2001841,1,2000,39.00,,"ALTIMA",1.00,,1.00,,1.00,1.00,,0.80,134.05
2001886,1,2004,27.00,,"G35",1.00,,1.00,,1.00,1.00,,1.10,184.95
2001886,2,2008,24.00,,"ODYSSEY",2.00,,1.00,,2.00,2.00,"MAIL-IN",1.10,184.95
2001890,1,2001,24.00,,"CIVIC",1.00,,1.00,,1.00,1.00,,1.29,216.64
2001898,1,2003,24.00,,"ACCORD",1.00,,1.00,,1.00,1.00,,1.73,290.74
2001898,2,1997,16.00,,"S-10 PICK UP",4.00,,1.00,,1.00,1.00,,1.73,290.74
2001900,1,2002,42.00,,"GRAND PRIX",1.00,,1.00,,1.00,1.00,,1.50,252.23
2001921,1,2009,17.00,,"TOWN & COUNTRY",2.00,,1.00,,2.00,1.00,,0.74,125.18
2001921,2,2010,22.00,,"SIERRA",4.00,,4.00,,1.00,1.00,,0.74,125.18
2001921,3,1957,16.00,,"BELAIRE",1.00,,1.00,,1.00,2.00,"NOT NEEDED",0.74,125.18
2001925,1,2004,16.00,,"TAHOE",3.00,,1.00,,1.00,2.00,"MAIL-IN",0.84,140.41
2001925,2,2007,50.00,,"TUNDRA",4.00,,1.00,,2.00,1.00,,0.84,140.41
2001925,3,1995,19.00,,"RAM PICK UP",4.00,,1.00,,2.00,1.00,,0.84,140.41
2001937,1,2002,24.00,,"ACCORD",1.00,,1.00,,2.00,1.00,,0.83,139.87
2001937,2,2004,14.00,,"LACROSSE",1.00,,1.00,,1.00,1.00,,0.83,139.87
2001943,1,2005,22.00,,"SIERRA",4.00,,1.00,,1.00,1.00,,0.74,125.18
2001943,2,2004,14.00,,"LESABRE",1.00,,1.00,,2.00,1.00,,0.74,125.18
2001943,3,2005,20.00,,"F-350",4.00,,1.00,,98.00,2.00,"DK/RF",0.74,125.18
2001945,1,2001,14.00,,"CENTURY",1.00,,1.00,,1.00,1.00,,1.44,241.78
2001955,1,2002,20.00,,"F-150",4.00,,1.00,,1.00,1.00,,1.54,258.99
2001960,1,2006,19.00,,"CARAVAN",2.00,,1.00,,1.00,1.00,,1.29,216.61
2001960,2,2003,19.00,,"CARAVAN",2.00,,1.00,,2.00,1.00,,1.29,216.61
2001960,3,2009,50.00,,"YARIS",1.00,,1.00,,3.00,1.00,,1.29,216.61
2001977,1,2000,39.00,,"SENTRA",1.00,,1.00,,1.00,1.00,,1.57,262.91
2001977,2,1996,52.00,,"740",1.00,,1.00,,2.00,1.00,,1.57,262.91
2001999,1,2003,50.00,,"RAV4",3.00,,1.00,,1.00,1.00,,1.47,246.28
2002004,1,2000,50.00,,"TACOMA",4.00,,1.00,,2.00,1.00,,1.70,284.87
2002004,2,1995,38.00,,"GALANT",1.00,,1.00,,1.00,2.00,"NOT NEEDED",1.70,284.87
2002012,1,1995,17.00,,"SEBRING",1.00,,1.00,,1.00,2.00,"NOT NEEDED",0.79,132.36
2002035,1,2007,50.00,,"RAV4",3.00,,1.00,,1.00,1.00,,1.04,174.41
2002035,2,2007,98.00,,"MOPED",97.00,"MOPED",1.00,,1.00,2.00,"NOT NEEDED",1.04,174.41
2002037,1,2007,20.00,,"500",1.00,,1.00,,1.00,1.00,,1.31,220.35
2002039,1,2010,24.00,,"ACCORD",1.00,,1.00,,1.00,1.00,,1.77,296.81
2002050,1,1992,24.00,"","ACCORD",1.00,"",1.00,"",1.00,2.00,"USED DIFFERENT MODE OF TRANSPORTATION",2.07,347.27
2002102,1,1994,20.00,,"TAURUS WAGON",1.00,,1.00,,1.00,1.00,,1.54,258.99
2002110,1,2000,22.00,,"3500",4.00,,1.00,,1.00,2.00,"NOT NEEDED",1.23,206.16
2002156,1,2010,50.00,,"CAMRY",1.00,,1.00,,1.00,1.00,,1.81,302.67
2002156,2,2004,37.00,,"GRAND MARQUIS",1.00,,1.00,,2.00,2.00,"NOT NEEDED",1.81,302.67
2002188,1,2002,13.00,,"525I",1.00,,1.00,,2.00,1.00,,1.00,167.21
2002188,2,2006,20.00,,"VAN 350",2.00,,1.00,,99.00,1.00,,1.00,167.21
2002202,1,1999,28.00,,"RODEO",3.00,,1.00,,2.00,1.00,,1.54,258.68
2002202,2,1999,30.00,,"GRAND CHEROKEE",3.00,,1.00,,1.00,2.00,"NOT NEEDED",1.54,258.68
2002204,1,2006,24.00,,"CR-V",3.00,,1.00,,1.00,1.00,,0.98,164.52
2002204,2,2009,24.00,,"ACCORD",1.00,,1.00,,2.00,1.00,,0.98,164.52
2002206,1,2005,50.00,,"SIENNA",2.00,,1.00,,2.00,1.00,,1.45,242.73
2002206,2,1991,24.00,,"CIVIC",1.00,,1.00,,1.00,1.00,,1.45,242.73
2002214,1,1998,14.00,,"RIVIERA",1.00,,1.00,,1.00,2.00,"NOT NEEDED",1.39,233.21
2002214,2,1995,30.00,,"WRANGLER",3.00,,1.00,,1.00,1.00,,1.39,233.21
2002223,1,2006,50.00,,"RAV4 LIMITED",99.00,,1.00,,1.00,1.00,,1.51,253.26
2002223,2,2003,50.00,,"AVALON",1.00,,1.00,,2.00,1.00,,1.51,253.26
2002229,1,2006,33.00,,"RX",3.00,,1.00,,1.00,1.00,,1.41,236.68
2002229,2,2007,13.00,,"530I",1.00,,1.00,,2.00,2.00,"MAIL-IN",1.41,236.68
2002234,1,2007,24.00,,"ACCORD",1.00,,1.00,,2.00,1.00,,1.30,217.67
2002234,2,1998,52.00,,"V70",1.00,,1.00,,1.00,2.00,"NOT NEEDED",1.30,217.67
2002235,1,2009,24.00,,"ACCORD",1.00,,1.00,,1.00,1.00,,1.30,217.67
2002235,2,2008,50.00,,"HIGHLANDER",3.00,,1.00,,2.00,2.00,"NOT NEEDED",1.30,217.67
2002241,1,2006,26.00,,"SANTA FE",3.00,,1.00,,1.00,1.00,,1.47,246.91
2002241,2,2009,48.00,,"FORESTER",3.00,,1.00,,2.00,2.00,"NOT NEEDED",1.47,246.91
2002262,1,1994,19.00,"","CARAVAN",2.00,"",1.00,"",2.00,1.00,,1.66,277.75
2002262,2,2000,50.00,"","AVALON",1.00,"",1.00,"",2.00,2.00,"BAD WEATHER",1.66,277.75
2002270,1,2007,13.00,,"X3",3.00,,1.00,,1.00,1.00,,1.03,173.62
2002275,1,2007,19.00,,"RAM PICK UP",4.00,,1.00,,1.00,1.00,,1.30,218.59
2002275,2,1996,50.00,,"COROLLA",1.00,,1.00,,2.00,2.00,"NOT NEEDED",1.30,218.59
2002275,3,1986,31.00,,"MOTORCYCLE",7.00,,1.00,,3.00,2.00,"NOT NEEDED",1.30,218.59
2002275,4,2000,97.00,"TRIUMPH","900 MOTORCYCLE",7.00,,1.00,,1.00,2.00,"NOT NEEDED",1.30,218.59
2002275,5,2005,49.00,,"400 MOTORCYCLE",7.00,,1.00,,1.00,1.00,,1.30,218.59
2002283,1,2008,20.00,"","HHR",99.00,"",1.00,"",2.00,1.00,,2.06,345.66
2002284,1,2005,50.00,,"TACOMA",4.00,,1.00,,1.00,1.00,,1.73,290.74
2002284,2,2005,50.00,,"MATRIX",1.00,,1.00,,2.00,2.00,"NOT NEEDED",1.73,290.74
2002294,1,2004,20.00,,"MUSTANG",1.00,,1.00,,1.00,1.00,,1.06,177.19
2002294,2,2005,20.00,,"ESCAPE",3.00,,1.00,,98.00,1.00,,1.06,177.19
2002294,3,2000,30.00,,"GRAND CHEROKEE",3.00,,1.00,,2.00,1.00,,1.06,177.19
2002309,1,2001,30.00,,"GRAND CHEROKEE",3.00,,1.00,,1.00,2.00,"NOT NEEDED",1.53,256.15
2002309,2,2004,20.00,,"F-150",4.00,,1.00,,2.00,1.00,,1.53,256.15
2002312,1,2001,42.00,,"GRAND AM",1.00,,1.00,,1.00,1.00,,0.99,166.83
2002312,2,2006,50.00,,"HIGHLANDER",3.00,,1.00,,2.00,1.00,,0.99,166.83
2002315,1,2008,26.00,,"ACCENT",1.00,,1.00,,1.00,1.00,,1.38,231.47
2002315,2,1984,36.00,,"DK/RF",99.00,,1.00,,1.00,2.00,"MAIL-IN",1.38,231.47
2002331,1,2003,20.00,,"TAURUS",1.00,,1.00,,2.00,1.00,,1.10,184.95
2002331,2,2001,20.00,,"TAURUS",1.00,,1.00,,1.00,2.00,"DK/RF",1.10,184.95
2002338,1,2009,16.00,,"IMPALA",1.00,,1.00,,1.00,1.00,,1.91,320.70
2002341,1,2001,46.00,,"SEDAN - L SERIES  S SERIES",1.00,,1.00,,1.00,1.00,,1.29,216.64
2002343,1,2002,50.00,,"CAMRY",1.00,,1.00,,1.00,1.00,,0.91,152.21
2002352,1,2003,35.00,,"6",1.00,,1.00,,3.00,1.00,,1.28,214.29
2002352,2,2005,11.00,,"TL",1.00,,1.00,,1.00,1.00,,1.28,214.29
2002352,3,2000,50.00,,"4RUNNER",3.00,,1.00,,2.00,2.00,"NOT NEEDED",1.28,214.29
2002352,4,2003,39.00,,"ALTIMA",1.00,,1.00,,4.00,2.00,"NOT NEEDED",1.28,214.29
2002353,1,2000,34.00,,"LS",1.00,,1.00,,1.00,1.00,,1.37,229.19
2002356,1,1998,32.00,,"DK/RF",99.00,,1.00,,1.00,1.00,,1.75,293.48
2002358,1,1993,46.00,,"SEDAN - L SERIES  S SERIES",1.00,,1.00,,1.00,1.00,,1.25,210.03
2002360,1,2002,19.00,,"CARAVAN",2.00,,1.00,,1.00,2.00,"NOT NEEDED",1.32,220.73
2002360,2,2010,20.00,,"F-150",4.00,,1.00,,1.00,2.00,"NOT NEEDED",1.32,220.73
2002372,1,2007,33.00,,"ES",1.00,,1.00,,1.00,1.00,,1.11,186.03
2002372,2,2004,13.00,,"X3",3.00,,1.00,,2.00,1.00,,1.11,186.03
2002372,3,2003,24.00,,"CIVIC",1.00,,1.00,,3.00,2.00,"NOT NEEDED",1.11,186.03
2002379,1,2007,42.00,,"G6",1.00,,1.00,,1.00,1.00,,1.97,330.11
2002388,1,2002,50.00,,"CAMRY",1.00,,1.00,,1.00,1.00,,1.80,301.34
2002401,1,2010,48.00,,"FORESTER",3.00,,1.00,,1.00,1.00,,0.98,164.52
2002401,2,2001,13.00,,"325I",1.00,,1.00,,2.00,1.00,,0.98,164.52
2002402,1,2007,16.00,,"COBALT",1.00,,1.00,,1.00,1.00,,1.69,282.81
2002407,1,2009,20.00,,"FOCUS",1.00,,1.00,,1.00,1.00,,0.91,152.21
2002417,1,2007,24.00,,"ODYSSEY",2.00,,1.00,,1.00,2.00,"MAIL-IN",1.37,229.45
2002417,2,2003,50.00,,"TUNDRA",4.00,,1.00,,2.00,2.00,"MAIL-IN",1.37,229.45
2002417,3,2005,33.00,,"ES",1.00,,1.00,,98.00,1.00,,1.37,229.45
2002444,1,2008,14.00,,"DK/RF",1.00,,1.00,,1.00,1.00,,1.52,254.22
2002448,1,1997,50.00,,"RAV4",3.00,,1.00,,1.00,1.00,,1.25,210.03
2002475,1,2005,14.00,,"LESABRE",1.00,,1.00,,1.00,1.00,,1.21,203.33
2002475,2,1993,16.00,,"S-10 PICK UP",4.00,,1.00,,1.00,2.00,"NOT NEEDED",1.21,203.33
2002492,1,1995,52.00,,"540",99.00,,1.00,,2.00,1.00,,1.24,208.59
2002501,1,2000,28.00,,"RODEO",3.00,,1.00,,1.00,1.00,,1.67,279.40
2002505,1,2006,20.00,,"ESCAPE",3.00,,1.00,,1.00,1.00,,1.53,255.78
2002525,1,2002,20.00,,"F-250",4.00,,2.00,,1.00,2.00,"NOT NEEDED",1.84,308.67
2002525,2,2004,19.00,,"DURANGO",3.00,,1.00,,2.00,2.00,"NOT NEEDED",1.84,308.67
2002534,1,2000,20.00,,"F-350",4.00,,1.00,,1.00,1.00,,0.69,115.82
2002534,2,2006,13.00,,"325XI",1.00,,1.00,,1.00,1.00,,0.69,115.82
2002534,3,2003,50.00,,"AVALON",1.00,,1.00,,2.00,2.00,"NOT NEEDED",0.69,115.82
2002534,4,2002,20.00,,"F-650",4.00,,2.00,,1.00,2.00,"NOT NEEDED",0.69,115.82
2002534,5,1988,20.00,,"F-450",4.00,,2.00,,1.00,2.00,"NOT NEEDED",0.69,115.82
2002556,1,2001,32.00,,"DK/RF",99.00,,1.00,,1.00,1.00,,1.57,263.88
2002570,1,2003,26.00,,"SONATA",1.00,,1.00,,1.00,1.00,,1.08,181.98
2002570,2,2008,39.00,,"SENTRA",1.00,,1.00,,2.00,1.00,,1.08,181.98
2002589,1,2010,50.00,,"CAMRY",1.00,,1.00,,2.00,1.00,,1.32,222.15
2002589,2,2007,24.00,,"CR-V",3.00,,1.00,,1.00,1.00,,1.32,222.15
2002594,1,2008,24.00,,"CIVIC",1.00,,1.00,,1.00,1.00,,1.52,254.22
2002595,1,2002,50.00,,"RAV4",3.00,,1.00,,1.00,1.00,,1.69,283.72
2002599,1,1999,24.00,,"ACCORD",1.00,,1.00,,1.00,1.00,,1.32,221.14
2002631,1,2000,45.00,,"9-3 SAAB",1.00,,1.00,,2.00,1.00,,1.81,303.04
2002645,1,2006,36.00,,"DK/RF",99.00,,1.00,,1.00,1.00,,1.50,252.23
2002647,1,2007,50.00,,"PRIUS",1.00,,3.00,,2.00,1.00,,1.39,232.87
2002647,2,1998,51.00,,"CABRIO",1.00,,1.00,,1.00,1.00,,1.39,232.87
2002648,1,2005,52.00,,"XC90",3.00,,1.00,,1.00,1.00,,1.08,182.07
2002648,2,1997,37.00,,"GRAND MARQUIS",1.00,,1.00,,1.00,1.00,,1.08,182.07
2002682,1,2001,30.00,,"CHEROKEE",3.00,,1.00,,1.00,1.00,,0.98,164.52
2002682,2,1998,13.00,,"DK/RF",1.00,,1.00,,2.00,1.00,,0.98,164.52
2002696,1,2009,50.00,,"AVALON",1.00,,1.00,,1.00,1.00,,1.45,242.93
2002696,2,2003,29.00,,"S TYPE",1.00,,1.00,,2.00,2.00,"NOT NEEDED",1.45,242.93
2002709,1,2004,20.00,,"TAURUS",1.00,,1.00,,1.00,2.00,"NOT NEEDED",1.83,305.94
2002709,2,2007,26.00,,"SANTA FE",3.00,,1.00,,2.00,1.00,,1.83,305.94
2002709,3,2007,26.00,,"SANTA FE",3.00,,1.00,,4.00,1.00,,1.83,305.94
2002709,4,2004,35.00,,"HATCHBACK",1.00,,1.00,,4.00,1.00,,1.83,305.94
2002727,1,2001,37.00,,"GRAND MARQUIS",1.00,,1.00,,2.00,1.00,,1.81,303.04
2002733,1,2005,19.00,,"CARAVAN",2.00,,1.00,,1.00,1.00,,1.08,181.98
2002733,2,2001,24.00,,"CIVIC",1.00,,1.00,,2.00,1.00,,1.08,181.98
2002738,1,2005,20.00,,"EXPLORER",3.00,,1.00,,2.00,1.00,,1.49,250.66
2002738,2,2007,52.00,,"XC",3.00,,1.00,,1.00,1.00,,1.49,250.66
2002738,3,1996,19.00,,"INTREPID",1.00,,1.00,,3.00,1.00,,1.49,250.66
2002750,1,2007,19.00,,"CHARGER",1.00,,1.00,,1.00,1.00,,1.08,181.86
2002750,2,2003,24.00,,"ACCORD",1.00,,1.00,,2.00,1.00,,1.08,181.86
2002750,3,2001,23.00,,"SPORTSTER",7.00,,1.00,,1.00,2.00,"NOT NEEDED",1.08,181.86
2002776,1,1999,48.00,,"OUTBACK",3.00,,1.00,,1.00,1.00,,1.40,234.10
2002776,2,1997,16.00,,"TAHOE",3.00,,1.00,,1.00,2.00,"NOT NEEDED",1.40,234.10
2002782,1,2008,50.00,,"AVALON",1.00,,1.00,,1.00,1.00,,1.79,300.08
2002790,1,2001,19.00,,"RAM PICK UP",4.00,,1.00,,1.00,1.00,,1.24,208.59
2002798,1,1996,16.00,,"ALUMNI",99.00,,1.00,,1.00,1.00,,1.51,253.41
2002801,1,2007,20.00,,"DK/RF",2.00,,1.00,,1.00,1.00,,1.63,273.25
2002801,2,2000,38.00,,"MIRAGE DINGO MINIVAN",2.00,,1.00,,1.00,2.00,"NOT NEEDED",1.63,273.25
2002813,1,1998,40.00,,"LS",1.00,,1.00,,1.00,1.00,,2.06,345.93
2002815,1,2003,50.00,,"HIGHLANDER",3.00,,1.00,,1.00,1.00,,1.48,248.74
2002819,1,2003,22.00,,"YUKON DENALI",3.00,,1.00,,1.00,2.00,"NOT NEEDED",2.11,352.95
2002824,1,2000,24.00,,"ODYSSEY",2.00,,1.00,,1.00,1.00,,1.54,257.58
2002824,2,1998,11.00,,"INTEGRA",1.00,,1.00,,2.00,1.00,,1.54,257.58
2002827,1,2006,19.00,,"CARAVAN",2.00,,1.00,,1.00,1.00,,1.01,169.03
2002827,2,2002,14.00,,"LESABRE",1.00,,1.00,,2.00,1.00,,1.01,169.03
2002827,3,2003,16.00,,"IMPALA",1.00,,1.00,,3.00,1.00,,1.01,169.03
2002830,1,2006,24.00,,"ACCORD",1.00,,1.00,,2.00,1.00,,1.43,239.02
2002830,2,2006,24.00,,"CR-V",3.00,,1.00,,1.00,1.00,,1.43,239.02
2002849,1,2005,24.00,,"CIVIC",1.00,,1.00,,2.00,1.00,,0.87,146.59
2002849,2,1993,50.00,,"COROLLA",1.00,,1.00,,1.00,1.00,,0.87,146.59
2002872,1,2000,19.00,,"DURANGO",3.00,,1.00,,1.00,2.00,"NOT NEEDED",2.33,389.52
2002891,1,2001,38.00,,"MONTERO",3.00,,1.00,,1.00,1.00,,1.72,288.28
2002891,2,1999,19.00,,"CARAVAN",2.00,,1.00,,2.00,1.00,,1.72,288.28
2002898,1,2005,50.00,,"SIENNA",2.00,,1.00,,2.00,2.00,"NOT NEEDED",0.78,131.43
2002898,2,2004,97.00,"LAND ROVER","DISCOVERY",99.00,,1.00,,3.00,1.00,,0.78,131.43
2002898,3,2004,97.00,"MOPED","SCOOTER",7.00,,1.00,,3.00,2.00,"NOT NEEDED",0.78,131.43
2002916,1,2006,39.00,,"ALTIMA",1.00,,1.00,,1.00,1.00,,1.53,255.78
2002917,1,2001,34.00,,"NAVIGATOR",3.00,,1.00,,99.00,2.00,"NOT NEEDED",1.82,305.66
2002917,2,2009,20.00,,"EXPEDITION",3.00,,1.00,,99.00,1.00,,1.82,305.66
2002922,1,2002,40.00,,"BRAVADA",3.00,,1.00,,2.00,1.00,,1.57,262.95
2002922,2,1996,30.00,,"GRAND CHEROKEE",3.00,,1.00,,1.00,1.00,,1.57,262.95
2002922,3,1995,42.00,,"BONNEVILLE",1.00,,1.00,,3.00,2.00,"NOT NEEDED",1.57,262.95
2002933,1,2003,19.00,,"STRATUS",1.00,,1.00,,1.00,1.00,,1.88,314.27
2002962,1,2008,20.00,,"F-350",4.00,,1.00,,1.00,1.00,,1.08,180.96
2002962,2,2006,50.00,,"COROLLA",1.00,,1.00,,2.00,1.00,,1.08,180.96
2002963,1,1997,50.00,,"COROLLA",1.00,,1.00,,1.00,1.00,,1.23,206.35
2002963,2,1997,19.00,,"RAM PICK UP",4.00,,1.00,,2.00,2.00,"NOT NEEDED",1.23,206.35
2002963,3,2002,13.00,,"300",1.00,,1.00,,2.00,2.00,"NOT NEEDED",1.23,206.35
2002980,1,2003,50.00,,"CAMRY",1.00,,1.00,,1.00,1.00,,1.01,169.03
2002980,2,1998,50.00,,"CAMRY",1.00,,1.00,,2.00,1.00,,1.01,169.03
2002980,3,2001,50.00,,"COROLLA",1.00,,1.00,,3.00,2.00,"NOT NEEDED",1.01,169.03
2003009,1,2005,50.00,,"SIENNA",2.00,,1.00,,1.00,1.00,,1.63,273.25
2003009,2,2010,39.00,,"SENTRA",1.00,,1.00,,2.00,1.00,,1.63,273.25
2003014,1,1988,20.00,,"CROWN VICTORIA",1.00,,1.00,,1.00,2.00,"NOT NEEDED",1.54,258.99
2003018,1,2004,50.00,,"RAV4",3.00,,1.00,,2.00,2.00,"NOT NEEDED",1.26,211.73
2003018,2,2003,13.00,,"325CI",1.00,,1.00,,1.00,1.00,,1.26,211.73
2003034,1,2004,22.00,,"ENVOY",3.00,,1.00,,1.00,1.00,,1.26,210.59
2003034,2,2002,50.00,,"RAV4",3.00,,1.00,,2.00,1.00,,1.26,210.59
2003034,3,2001,35.00,,"TRIBUTE",3.00,,1.00,,3.00,2.00,"NOT NEEDED",1.26,210.59
2003036,1,2010,26.00,"","ELANTRA",1.00,"",1.00,"",1.00,1.00,,1.01,169.56
2003036,2,2007,24.00,"","CR-V",3.00,"",1.00,"",2.00,1.00,,1.01,169.56
2003048,1,2001,30.00,,"CHEROKEE SPORT",3.00,,1.00,,2.00,1.00,,0.94,158.50
2003048,2,2000,23.00,,"CONVERTIBLE",1.00,,1.00,,2.00,2.00,"MAIL-IN",0.94,158.50
2003048,3,2001,97.00,"GEORGIE BOY MOTOR HOME","SUIT",99.00,,1.00,,2.00,2.00,"MAIL-IN",0.94,158.50
2003080,1,2005,48.00,,"LEGACY",1.00,,1.00,,1.00,1.00,,0.54,90.44
2003080,2,1971,51.00,,"SQUEAR BACK",99.00,,1.00,,2.00,2.00,"NOT NEEDED",0.54,90.44
2003080,3,2010,16.00,,"SILVERADO",4.00,,1.00,,2.00,1.00,,0.54,90.44
2003084,1,2006,24.00,,"PILOT",3.00,,1.00,,1.00,1.00,,0.74,125.18
2003084,2,2006,33.00,,"ES",1.00,,1.00,,2.00,1.00,,0.74,125.18
2003084,3,2000,35.00,,"MIATA",1.00,,1.00,,1.00,2.00,"NOT NEEDED",0.74,125.18
2003086,1,2010,50.00,,"PRIUS",1.00,,3.00,,1.00,1.00,,1.71,285.86
2003086,2,1995,16.00,,"SILVERADO",4.00,,1.00,,2.00,2.00,"NOT AVAILABLE",1.71,285.86
